id	antibody	tf_uniprot_id	tf_uniprot_ac	protein_names	gene_names	species	cell_title	treatment	experiment_type	GEO_GSE	GEO_GSM	ENCODE	PUBMED	control_antibody	control_GEO_GSE	control_GEO_GSM	control_ENCODE	FRiP_GEM	FRiP_MACS	FRiP_PICS	FRiP_SISSRS	estFragLen	NSC	RSC	NRF	PBC1	PBC2
EXP039656	A300-993A	Q9H7Z6	None	None	None	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91465	None	ENCSR086FZL	None	None	GSE91548	None	ENCSR173USI	0.000514738	0	0.000242839	0.000789695	3952	1.017178	1.548933	0.994249	0.994476	184.483664
EXP039691	HPA024069	Q96BA8	CR3L1_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 1 (cAMP-responsive element-binding protein 3-like protein 1) (Old astrocyte specifically-induced substance) (OASIS) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 1]	CREB3L1 OASIS PSEC0238	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91495	None	ENCSR109YGM	None	None	GSE91548	None	ENCSR173USI	0.01584679	0	0.041707353	0.012864836	4672	1.073854	1.668095	0.990494	0.991354	122.553322
EXP039720	HPA024062	P17028	ZNF24_HUMAN	Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91716	None	ENCSR385AHH	None	None	GSE91548	None	ENCSR173USI	0.009723586	0	0.001917925	0.008205642	3560	1.07137	1.39153	0.985139	0.987358	84.382955
EXP039726	GTX102170	Q08050	FOXM1_HUMAN	Forkhead box protein M1 (Forkhead-related protein FKHL16) (Hepatocyte nuclear factor 3 forkhead homolog 11) (HFH-11) (HNF-3/fork-head homolog 11) (M-phase phosphoprotein 2) (MPM-2 reactive phosphoprotein 2) (Transcription factor Trident) (Winged-helix factor from INS-1 cells)	FOXM1 FKHL16 HFH11 MPP2 WIN	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR429QPP	None	None	GSE91548	None	ENCSR173USI	0.025590297	0.06305526	0.086325569	0.024041804	3614	1.130506	1.531333	0.98889	0.990517	116.510675
EXP039752	A301-146A	O75376	NCOR1_HUMAN	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1)	NCOR1 KIAA1047	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE92062	None	ENCSR798ILC	None	None	GSE91548	None	ENCSR173USI	0.05793139	0.133334004	0.066934989	0.054520987	3468	1.33754	1.630349	0.97902	0.983626	73.471638
EXP039799	A300-396A	O94776	MTA2_HUMAN	Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1) (MTA1-L1 protein) (p53 target protein in deacetylase complex)	MTA2 MTA1L1 PID	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91498	None	ENCSR113LAS	None	None	GSE91548	None	ENCSR173USI	0.030373799	0.074177521	0.134759549	0.031481401	2993	1.17066	1.507384	0.988091	0.989884	111.550221
EXP039819	sc-10652	P22670	RFX1_HUMAN	MHC class II regulatory factor RFX1 (Enhancer factor C) (EF-C) (Regulatory factor X 1) (RFX) (Transcription factor RFX1)	RFX1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91431	None	ENCSR041AXL	None	None	GSE91548	None	ENCSR173USI	0.088437475	0	0.07002645	0.087378503	4048	1.750796	1.766206	0.944599	0.975741	69.077545
EXP039842	A301-046A	Q8NFD5	ARI1B_HUMAN	AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)	ARID1B BAF250B DAN15 KIAA1235 OSA2	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE92083	None	ENCSR822CCM	None	None	GSE91548	None	ENCSR173USI	0.081345455	0.151257877	0.007644491	0.023367194	3238	1.397006	1.507821	0.937691	0.956684	28.444585
EXP039890	A303-248A	A6NFI3	ZN316_HUMAN	Zinc finger protein 316	ZNF316	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91544	None	ENCSR167KBO	None	None	GSE91548	None	ENCSR173USI	0.131428951	0	0.093647423	0.064455128	3468	1.476177	1.447855	0.951706	0.96823	40.034284
EXP039902	A301-730A	Q01167	FOXK2_HUMAN	Forkhead box protein K2 (Cellular transcription factor ILF-1) (FOXK1) (Interleukin enhancer-binding factor 1)	FOXK2 ILF ILF1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91647	None	ENCSR302AWT	None	None	GSE91548	None	ENCSR173USI	0.020298346	0	0.051441415	0.012824878	3375	1.076683	1.381426	0.989757	0.990503	110.828983
EXP039909	A303-486A	Q9UJU2	None	None	None	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91682	None	ENCSR343ELW	None	None	GSE91548	None	ENCSR173USI	0.012551751	0	0.000335243	0.004101482	3612	1.049433	1.34955	0.98789	0.988558	90.416602
EXP039911	HPA003384	P17544	ATF7_HUMAN	Cyclic AMP-dependent transcription factor ATF-7 (cAMP-dependent transcription factor ATF-7) (Activating transcription factor 7) (Transcription factor ATF-A)	ATF7 ATFA	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR972ZBV	None	None	GSE91548	None	ENCSR173USI	0.064664431	0	0.03041675	0.035988104	4381	1.316121	1.797494	0.970262	0.979565	59.309529
EXP039934	A302-765A	P27540	ARNT_HUMAN	"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)"	ARNT BHLHE2	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR613NUC	None	None	GSE91548	None	ENCSR173USI	0.007093599	0.042594099	0.000346661	0.001763523	3899	1.0409	1.334383	0.988346	0.988751	90.933932
EXP039937	A303-262A	Q8N680	ZBTB2_HUMAN	Zinc finger and BTB domain-containing protein 2	ZBTB2 KIAA1483 ZNF437	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR230PTV	None	None	GSE91548	None	ENCSR173USI	0.012698948	0	0.001952843	0.008408629	3489	1.063634	1.486062	0.987952	0.988969	95.680534
EXP039946	A303-249A	A6NFI3	ZN316_HUMAN	Zinc finger protein 316	ZNF316	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR200JYP	None	None	GSE91548	None	ENCSR173USI	0.026905478	0.055580187	0.011216522	0.019231404	3850	1.108925	1.697072	0.978612	0.982106	61.728847
EXP039963	A303-091A	P17028	ZNF24_HUMAN	Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR695EQB	None	None	GSE91548	None	ENCSR173USI	0.033770426	0	0.015267115	0.025908342	3238	1.21899	1.317498	0.974912	0.981809	64.673001
EXP039969	R1283.1.2C6	Q99459	CDC5L_HUMAN	Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)	CDC5L KIAA0432 PCDC5RP	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91509	None	ENCSR121PFY	None	None	GSE91548	None	ENCSR173USI	0.004272669	0.020307351	0.002096383	0.005951039	3630	1.040126	1.540065	0.991255	0.992038	131.431511
EXP039978	A300-755A	Q99081	HTF4_HUMAN	Transcription factor 12 (TCF-12) (Class B basic helix-loop-helix protein 20) (bHLHb20) (DNA-binding protein HTF4) (E-box-binding protein) (Transcription factor HTF-4)	TCF12 BHLHB20 HEB HTF4	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR189TRZ	None	None	GSE91548	None	ENCSR173USI	0.018237311	0	0.010343946	0.012476397	3459	1.092325	1.622015	0.986972	0.98914	101.431278
EXP039995	A301-649A	P15336	ATF2_HUMAN	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (EC 2.3.1.48) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (Histone acetyltransferase ATF2) (cAMP response element-binding protein CRE-BP1)	ATF2 CREB2 CREBP1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR869IUD	None	None	GSE91548	None	ENCSR173USI	0.112056836	0.150591141	0.142415945	0.095716366	3468	1.590174	1.547958	0.954158	0.976726	62.789171
EXP040005	A304-063A	O15062	ZBTB5_HUMAN	Zinc finger and BTB domain-containing protein 5	ZBTB5 KIAA0354	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR786OQY	None	None	GSE91548	None	ENCSR173USI	0.003923786	0	0.001666877	0.003363439	3837	1.041423	1.536611	0.990852	0.992391	139.96716
EXP040039	GTX129438	Q13422	IKZF1_HUMAN	DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1)	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91730	None	ENCSR395HWC	None	None	GSE91548	None	ENCSR173USI	0.116852142	0	0.092738689	0.099464812	3598	1.492082	1.337837	0.967498	0.974099	45.884738
EXP040040	sc-10813	Q13330	MTA1_HUMAN	Metastasis-associated protein MTA1	MTA1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR807BGP	None	None	GSE91548	None	ENCSR173USI	0.014514994	0	0.008432328	0.010153785	3170	1.099017	1.433074	0.986732	0.988764	97.284084
EXP040042	A303-516A	Q13422	IKZF1_HUMAN	DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1)	IKZF1 IK1 IKAROS LYF1 ZNFN1A1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE92183	None	ENCSR948VFL	None	None	GSE91548	None	ENCSR173USI	0.076363236	0	0.040107414	0.047571924	3287	1.273319	1.290756	0.969263	0.975006	46.313299
EXP040051	sc-365644	Q01196	RUNX1_HUMAN	Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit)	RUNX1 AML1 CBFA2	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91747	None	ENCSR414TYY	None	None	GSE91548	None	ENCSR173USI	0.001132467	0	8.94E-05	0.000568389	2866	1.021268	1.804754	0.992643	0.993059	147.315303
EXP040064	A303-738A	Q99676	ZN184_HUMAN	Zinc finger protein 184	ZNF184	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR546IHU	None	None	GSE91548	None	ENCSR173USI	0.005861845	0	0.003223931	0.004899755	3393	1.033695	1.527633	0.990221	0.991018	114.902791
EXP040069	A303-092A	P17028	ZNF24_HUMAN	Zinc finger protein 24 (Retinoic acid suppression protein A) (RSG-A) (Zinc finger and SCAN domain-containing protein 3) (Zinc finger protein 191) (Zinc finger protein KOX17)	ZNF24 KOX17 ZNF191 ZSCAN3	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91483	None	ENCSR099NCH	None	None	GSE91548	None	ENCSR173USI	0.033891529	0	0.018970105	0.033950288	4382	1.18456	1.416017	0.98196	0.986308	84.761067
EXP040097	A301-443A	P32519	ELF1_HUMAN	ETS-related transcription factor Elf-1 (E74-like factor 1)	ELF1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91822	None	ENCSR502OEK	None	None	GSE91548	None	ENCSR173USI	0.021649185	0	0.010345883	0.017735496	4098	1.107589	1.627255	0.987699	0.989616	106.962207
EXP040098	HPA001759	P27540	ARNT_HUMAN	"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)"	ARNT BHLHE2	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91535	None	ENCSR155KHM	None	None	GSE91548	None	ENCSR173USI	0.003169915	0	4.79E-05	0.000830726	4076	1.025199	1.368403	0.990544	0.990833	110.931842
EXP040103	sc-66882	P11474	ERR1_HUMAN	Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1)	ESRRA ERR1 ESRL1 NR3B1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91805	None	ENCSR486IFJ	None	None	GSE91548	None	ENCSR173USI	0.036613661	0.100128973	0.030650316	0.02691113	3373	1.146492	1.378554	0.984723	0.986758	83.063555
EXP040108	GTX114991	P55347	PKNX1_HUMAN	Homeobox protein PKNOX1 (Homeobox protein PREP-1) (PBX/knotted homeobox 1)	PKNOX1 PREP1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91501	None	ENCSR115SMW	None	None	GSE91548	None	ENCSR173USI	0.186555245	0.284328772	0.13048107	0.15271498	3707	2.023794	1.750064	0.873275	0.961166	41.912481
EXP040131	A303-070A	P16989	YBOX3_HUMAN	Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Single-strand DNA-binding protein NF-GMB)	YBX3 CSDA DBPA	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91880	None	ENCSR567JEU	None	None	GSE91548	None	ENCSR173USI	0.000482026	0.004849193	3.14E-05	0.000368246	3735	1.016135	1.576867	0.991927	0.992273	131.652872
EXP040144	A304-181A	Q9C0G0	ZN407_HUMAN	Zinc finger protein 407	ZNF407 KIAA1703	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91412	None	ENCSR011NOZ	None	None	GSE91548	None	ENCSR173USI	0.033298937	0	0.019613624	0.032732302	4450	1.259817	1.783366	0.967755	0.987655	125.484115
EXP040148	HPA019589	Q8N108	MIER1_HUMAN	Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1) (hMi-er1)	MIER1 KIAA1610	Homo sapiens	K562 (myelogenous leukemia)	None	normal	GSE91753	None	ENCSR426MDV	None	None	GSE91548	None	ENCSR173USI	0.007703768	0	0.003480076	0.007360629	4233	1.050335	1.514383	0.986987	0.989355	99.361954
EXP040161	A302-229A	Q68CP9	ARID2_HUMAN	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (BRG1-associated factor 200) (BAF200) (Zinc finger protein with activation potential) (Zipzap/p200)	ARID2 BAF200 KIAA1557	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR491EBY	None	None	GSE91548	None	ENCSR173USI	0.002983077	0	2.64E-05	0.000590019	3435	1.024599	1.349372	0.989266	0.989818	100.245189
EXP040229	A303-284A	Q8IWY8	ZSC29_HUMAN	Zinc finger and SCAN domain-containing protein 29 (Zinc finger protein 690)	ZSCAN29 ZNF690	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR635EXI	None	None	GSE91548	None	ENCSR173USI	0.002507023	0	0.000614538	0.002028515	2896	1.02981	1.42717	0.990011	0.990739	111.713383
EXP040245	11815S	P18848	ATF4_HUMAN	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (DNA-binding protein TAXREB67) (Tax-responsive enhancer element-binding protein 67) (TaxREB67)	ATF4 CREB2 TXREB	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR145TSJ	None	None	GSE91548	None	ENCSR173USI	0.10052228	0	0.081927754	0.083114441	3946	1.578777	1.477792	0.958823	0.974709	53.677463
EXP040251	A303-039A	A0AVK6	E2F8_HUMAN	Transcription factor E2F8 (E2F-8)	E2F8	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR953DVM	None	None	GSE91548	None	ENCSR173USI	0.013651942	0	0.006119599	0.0124301	4220	1.078182	1.422704	0.98856	0.989978	106.899712
EXP040255	A302-764A	P27540	ARNT_HUMAN	"Aryl hydrocarbon receptor nuclear translocator (ARNT protein) (Class E basic helix-loop-helix protein 2) (bHLHe2) (Dioxin receptor, nuclear translocator) (Hypoxia-inducible factor 1-beta) (HIF-1-beta) (HIF1-beta)"	ARNT BHLHE2	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR669NFS	None	None	GSE91548	None	ENCSR173USI	0.000711331	0	0.000258967	0.000524426	3493	1.023309	1.434156	0.99359	0.993874	166.539609
EXP040267	GTX101120	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR325DER	None	None	GSE91548	None	ENCSR173USI	0.00061479	0	0.00014452	0.000597212	3948	1.018846	1.476006	0.993929	0.994145	173.499886
EXP040270	A301-039A	Q8TAQ2	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)	SMARCC2 BAF170	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR519WMW	None	None	GSE91548	None	ENCSR173USI	0.012461233	0	0.000521305	0.010729975	4172	1.04553	1.394319	0.991414	0.991861	126.127338
EXP040272	A300-344A	Q15788	NCOA1_HUMAN	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	NCOA1 BHLHE74 SRC1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR658WFQ	None	None	GSE91548	None	ENCSR173USI	0.017608369	0.058000705	0.008782319	0.010725647	3603	1.070257	1.575405	0.989958	0.990893	115.067646
EXP040274	A304-064A	O15062	ZBTB5_HUMAN	Zinc finger and BTB domain-containing protein 5	ZBTB5 KIAA0354	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR389PWB	None	None	GSE91548	None	ENCSR173USI	0.002314229	0	0.000728487	0.00182763	3659	1.030279	1.478565	0.990705	0.99162	123.737805
EXP040281	GTX70250	Q15788	NCOA1_HUMAN	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	NCOA1 BHLHE74 SRC1	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR711SNW	None	None	GSE91548	None	ENCSR173USI	0.000316837	0	0.000553793	0.001688363	3115	1.016777	1.390378	0.994577	0.994739	192.942691
EXP040283	A302-400A	Q9UID6	None	None	None	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR949NVY	None	None	GSE91548	None	ENCSR173USI	0.031651377	0	0.022128254	0.028149121	3707	1.242148	1.58744	0.981144	0.986628	92.308867
EXP040288	HPA024374	Q9UDV7	None	None	None	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR742TMU	None	None	GSE91548	None	ENCSR173USI	0.00525356	0	0.001528493	0.004488839	4071	1.039484	1.453226	0.989475	0.990452	109.255855
EXP040293	A302-401A	Q9UID6	None	None	None	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR497VFH	None	None	GSE91548	None	ENCSR173USI	0.002327145	0	0.00094103	0.002080932	3837	1.024651	1.441775	0.992264	0.993101	149.477725
EXP040306	TA800173	P59817	Z280A_HUMAN	Zinc finger protein 280A (3'OY11.1) (Suppressor of hairy wing homolog 1) (Zinc finger protein 636)	ZNF280A SUHW1 ZNF280 ZNF636	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR370NFS	None	None	GSE91548	None	ENCSR173USI	0.003978234	0	0.004635006	0.004970899	3712	1.020274	1.494346	0.995141	0.995518	228.581316
EXP040308	A303-739A	Q99676	ZN184_HUMAN	Zinc finger protein 184	ZNF184	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR621ATC	None	None	GSE91548	None	ENCSR173USI	0.013063243	0	0.008460886	0.010568186	3470	1.068473	1.535089	0.988755	0.990192	108.466173
EXP040309	A304-180A	Q9C0G0	ZN407_HUMAN	Zinc finger protein 407	ZNF407 KIAA1703	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR439OCL	None	None	GSE91548	None	ENCSR173USI	0.021672119	0.031209548	0.013203251	0.02140256	4178	1.236115	1.696612	0.978547	0.989374	132.676263
EXP040312	TA806187	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR494UQJ	None	None	GSE91548	None	ENCSR173USI	0.000120984	0	7.15E-05	0.000353403	3854	1.016908	1.474841	0.993359	0.993813	164.621809
EXP040316	A303-571A	Q12968	NFAC3_HUMAN	"Nuclear factor of activated T-cells, cytoplasmic 3 (NF-ATc3) (NFATc3) (NFATx) (T-cell transcription factor NFAT4) (NF-AT4)"	NFATC3 NFAT4	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR051OUX	None	None	GSE91548	None	ENCSR173USI	0.011948162	0	0.005654362	0.009368823	4166	1.080807	1.461269	0.98853	0.990186	109.757909
EXP039364	sc-101058	P55317	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens	A549 (lung carcinoma)	1 h with 100 nM Dexamethasone (Myers)	normal	None	GSM1010826	ENCSR000BPX; wgEncodeEH002293	None	None	None	GSM1010795	ENCSR000BPN; wgEncodeEH002283	0.100896971	0.165171327	0.080862856	0.060481359	862	1.88513	1.825369	0.823094	0.835296	6.241195
EXP039401	sc-101058	P55317	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens	A549 (lung carcinoma)	1 h with 0.02% Ethanol (Myers)	normal	None	GSM1010725	ENCSR000BRD; wgEncodeEH002325	None	None	None	GSM1010795	ENCSR000BPN; wgEncodeEH002283	0.101529552	0.17045705	0.07875287	0.060610275	1021	1.916089	1.868529	0.791283	0.800363	4.993895
EXP040004	goat-anti-GFP-UC	O14709	ZN197_HUMAN	Zinc finger protein 197 (Zinc finger protein with KRAB and SCAN domains 9) (ZnF20) (pVHL-associated KRAB domain-containing protein)	ZNF197 ZKSCAN9 ZNF166	Homo sapiens	K562 (myelogenous leukemia)	None	normal	None	None	ENCSR580IAO	None	None	None	None	ENCSR150XYW	0.007053484	0	0.002030296	0.003095174	2193	1.068487	0.9984824	0.978351	0.979188	48.658309
EXP039316	ab-290 (Lot GR194813-1)	Q3SY52	ZIK1_HUMAN	Zinc finger protein interacting with ribonucleoprotein K (Zinc finger protein 762)	ZIK1 ZNF762	Homo sapiens	HEK293 (embryonic kidney)	None	normal	None	None	ENCSR074VAI	None	None	GSE92227	None	ENCSR157LMX	0.000380971	0	1.61E-05	7.62E-05	4078	1.014869	1.509664	0.990615	0.991238	116.092573
EXP039323	ab-290 (Lot GR194813-1)	Q96K83	ZN521_HUMAN	Zinc finger protein 521 (Early hematopoietic zinc finger protein) (LYST-interacting protein 3)	ZNF521 EHZF LIP3	Homo sapiens	HEK293 (embryonic kidney)	None	normal	None	None	ENCSR665KYH	None	None	GSE92227	None	ENCSR157LMX	0.0005311	0	0	7.94E-05	4090	1.015038	1.54915	0.98926	0.989932	100.906424
EXP039358	ab-290 (Lot GR194813-1)	Q6ZS27	ZN662_HUMAN	Zinc finger protein 662	ZNF662	Homo sapiens	HEK293 (embryonic kidney)	None	normal	None	None	ENCSR483VJQ	None	None	GSE92227	None	ENCSR157LMX	0.000457591	0	0	6.40E-05	3736	1.01466	1.509959	0.989947	0.990614	108.357035
